text_idx,token,nltk_tag,broad_pos,fine_pos,functional_group,vader_score,shap_abs,shap_raw
23,lips,NNS,noun,noun — plural,noun,0.0,0.004017,0.004017
23,is,VBZ,verb,verb — 3rd person present,verb,0.0,0.004009,0.004009
23,an,DT,stopword,determiner,function_word,0.0,0.004025,0.004025
23,original,JJ,adjective,adj — base form,adj_positive,0.3182,0.004006,0.004006
24,seldom,NN,noun,noun — singular,noun,0.0,0.002378,-0.002378
24,has,VBZ,verb,verb — 3rd person present,verb,0.0,0.000647,0.000647
24,a,DT,stopword,determiner,function_word,0.0,0.006657,0.006657
24,movie,NN,noun,noun — singular,noun,0.0,0.005891,0.005891
24,so,RB,adverb,adverb — base,adverb,0.0,0.007175,0.007175
24,closely,RB,adverb,adverb — base,adverb,0.0,0.001801,0.001801
24,matched,VBD,verb,verb — past tense,verb,0.0,0.004608,0.004608
24,the,DT,stopword,determiner,function_word,0.0,0.003838,0.003838
24,spirit,NN,noun,noun — singular,noun,0.1779,0.004817,0.004817
24,of,IN,stopword,preposition/subord. conj,function_word,0.0,0.003754,0.003754
24,a,DT,stopword,determiner,function_word,0.0,0.00344,0.00344
24,man,NN,noun,noun — singular,noun,0.0,0.003829,0.003829
24,and,CC,stopword,coordinating conj,function_word,0.0,0.003453,0.003453
24,his,PRP$,stopword,pronoun — possessive,function_word,0.0,0.003624,0.003624
24,work,NN,noun,noun — singular,noun,0.0,0.004209,0.004209
25,"nicks ,",NN,noun,noun — singular,noun,0.0,0.15887,-0.15887
25,seemingly,RB,adverb,adverb — base,adverb,0.0,0.159304,-0.159304
25,uncertain,JJ,adjective,adj — base form,adj_negative,-0.296,0.188945,-0.188945
25,what ',NN,noun,noun — singular,noun,0.0,0.165373,-0.165373
25,s,NN,noun,noun — singular,noun,0.0,0.008922,-0.008922
25,going,VBG,verb,verb — gerund/present part,verb,0.0,0.013688,-0.013688
25,to,TO,stopword,infinitive marker,function_word,0.0,0.014748,-0.014748
25,make,VB,verb,verb — base form,verb,0.0,0.008882,-0.008882
25,people,NNS,noun,noun — plural,noun,0.0,0.008994,0.008994
25,"laugh ,",NN,noun,noun — singular,noun,0.5574,0.013529,0.013529
25,runs,VBZ,verb,verb — 3rd person present,verb,0.0,0.010636,0.010636
25,the,DT,stopword,determiner,function_word,0.0,0.011215,0.011215
25,gamut,NN,noun,noun — singular,noun,0.0,0.048749,0.048749
25,from,IN,stopword,preposition/subord. conj,function_word,0.0,0.04412,0.04412
25,stale,JJ,adjective,adj — base form,adj_neutral,0.0,0.120026,-0.120026
25,parody,NN,noun,noun — singular,noun,0.0,0.067485,0.067485
25,to,TO,stopword,infinitive marker,function_word,0.0,0.036642,-0.036642
25,raunchy,VB,verb,verb — base form,verb,0.0,0.034898,-0.034898
25,sex,NN,noun,noun — singular,noun,0.0,0.037785,-0.037785
25,gags,NNS,noun,noun — plural,noun,0.0,0.041529,-0.041529
25,to,TO,stopword,infinitive marker,function_word,0.0,0.035125,-0.035125
25,formula,VB,verb,verb — base form,verb,0.0,0.046081,-0.046081
25,romantic,JJ,adjective,adj — base form,adj_positive,0.4019,0.038155,-0.038155
25,comedy,NN,noun,noun — singular,noun,0.3612,0.031693,-0.031693
26,the,DT,stopword,determiner,function_word,0.0,0.001722,0.001722
26,action,NN,noun,noun — singular,noun,0.0,0.0022,-0.0022
26,switches,VBZ,verb,verb — 3rd person present,verb,0.0,0.001946,0.001946
26,between,IN,stopword,preposition/subord. conj,function_word,0.0,0.006125,0.006125
26,past,JJ,adjective,adj — base form,adj_neutral,0.0,0.003863,0.003863
26,and,CC,stopword,coordinating conj,function_word,0.0,0.002187,0.002187
26,"present ,",NN,noun,noun — singular,noun,0.0,0.002861,0.002861
26,but,CC,stopword,coordinating conj,function_word,0.0,0.000533,-0.000533
26,the,DT,stopword,determiner,function_word,0.0,0.001047,0.001047
26,material,NN,noun,noun — singular,noun,0.0,0.000798,0.000798
26,link,NN,noun,noun — singular,noun,0.0,0.005647,0.005647
26,is,VBZ,verb,verb — 3rd person present,verb,0.0,0.005875,-0.005875
26,too,RB,adverb,adverb — base,adverb,0.0,0.61713,-0.61713
26,tenuous,JJ,adjective,adj — base form,adj_neutral,0.0,0.364036,-0.364036
26,to,TO,stopword,infinitive marker,function_word,0.0,0.007367,-0.007367
26,anchor,VB,verb,verb — base form,verb,0.0,0.011466,0.011466
26,the,DT,stopword,determiner,function_word,0.0,0.001473,0.001473
26,emotional,JJ,adjective,adj — base form,adj_positive,0.1531,0.004186,0.004186
26,connections,NNS,noun,noun — plural,noun,0.0,0.001441,0.001441
26,that,WDT,stopword,wh-determiner,other,0.0,0.003071,0.003071
26,purport,VBP,verb,verb — non-3rd present,verb,0.0,3.5e-05,3.5e-05
26,to,TO,stopword,infinitive marker,function_word,0.0,0.002186,0.002186
26,span,VB,verb,verb — base form,verb,0.0,0.004733,0.004733
26,a,DT,stopword,determiner,function_word,0.0,0.002093,0.002093
26,125-,NN,noun,noun — singular,noun,0.0,0.003373,0.003373
26,year,NN,noun,noun — singular,noun,0.0,0.002965,0.002965
26,divide,NN,noun,noun — singular,noun,0.0,0.001036,-0.001036
27,it ',NN,noun,noun — singular,noun,0.0,0.011433,-0.011433
27,s,NN,noun,noun — singular,noun,0.0,0.011492,-0.011492
27,an,DT,stopword,determiner,function_word,0.0,0.011288,-0.011288
27,offbeat,JJ,adjective,adj — base form,adj_neutral,0.0,0.011378,-0.011378
27,treat,NN,noun,noun — singular,noun,0.4019,0.019809,0.019809
27,that,WDT,stopword,wh-determiner,other,0.0,0.017617,0.017617
27,pokes,VBZ,verb,verb — 3rd person present,verb,0.0,0.015523,0.015523
27,fun,NN,noun,noun — singular,noun,0.5106,0.015609,0.015609
27,at,IN,stopword,preposition/subord. conj,function_word,0.0,0.002332,0.002332
27,the,DT,stopword,determiner,function_word,0.0,0.002359,0.002359
27,democratic,JJ,adjective,adj — base form,adj_neutral,0.0,0.002404,0.002404
27,exercise,NN,noun,noun — singular,noun,0.0,0.0023,0.0023
27,while,IN,stopword,preposition/subord. conj,function_word,0.0,0.002356,0.002356
27,also,RB,adverb,adverb — base,adverb,0.0,0.002343,0.002343
27,examining,VBG,verb,verb — gerund/present part,verb,0.0,0.00231,0.00231
27,its,PRP$,stopword,pronoun — possessive,function_word,0.0,0.002358,0.002358
27,significance,NN,noun,noun — singular,noun,0.2732,0.002453,0.002453
27,for,IN,stopword,preposition/subord. conj,function_word,0.0,0.002366,0.002366
27,those,DT,stopword,determiner,function_word,0.0,0.002453,0.002453
27,who,WP,stopword,wh-pronoun,other,0.0,0.002425,0.002425
27,take,VBP,verb,verb — non-3rd present,verb,0.0,0.00235,0.00235
27,part,NN,noun,noun — singular,noun,0.0,0.002505,0.002505
28,it ',NN,noun,noun — singular,noun,0.0,0.015879,-0.015879
28,s,NN,noun,noun — singular,noun,0.0,0.01491,-0.01491
28,a,DT,stopword,determiner,function_word,0.0,0.014432,-0.014432
28,cookie-,NN,noun,noun — singular,noun,0.0,0.018395,-0.018395
28,cutter,NN,noun,noun — singular,noun,0.0,0.125711,-0.125711
28,"movie ,",NN,noun,noun — singular,noun,0.0,0.125227,-0.125227
28,a,DT,stopword,determiner,function_word,0.0,0.12587,-0.12587
28,cut-,NN,noun,noun — singular,noun,-0.2732,0.128354,-0.128354
28,and-,NN,noun,noun — singular,noun,0.0,0.122071,-0.122071
28,paste,NN,noun,noun — singular,noun,0.0,0.12658,-0.12658
28,job,NN,noun,noun — singular,noun,0.0,0.12329,-0.12329
29,i,NN,noun,noun — singular,noun,0.0,0.093397,-0.093397
29,had,VBD,verb,verb — past tense,verb,0.0,0.09373,-0.09373
29,to,TO,stopword,infinitive marker,function_word,0.0,0.093095,-0.093095
29,look,VB,verb,verb — base form,verb,0.0,0.092382,-0.092382
29,away -,NN,noun,noun — singular,noun,0.0,0.067907,-0.067907
29,this,DT,stopword,determiner,function_word,0.0,0.070081,-0.070081
29,was,VBD,verb,verb — past tense,verb,0.0,0.188171,0.188171
29,god,JJ,adjective,adj — base form,adj_positive,0.2732,0.189357,0.189357
29,awful,JJ,adjective,adj — base form,adj_negative,-0.4588,0.80592,-0.80592
30,thanks,NNS,noun,noun — plural,noun,0.4404,0.002206,0.002206
30,to,TO,stopword,infinitive marker,function_word,0.0,0.002141,0.002141
30,scott ',NN,noun,noun — singular,noun,0.0,0.002189,0.002189
30,s,NN,noun,noun — singular,noun,0.0,0.002164,0.002164
30,charismatic,JJ,adjective,adj — base form,adj_neutral,0.0,0.002159,0.002159
30,roger,NN,noun,noun — singular,noun,0.0,0.002218,0.002218
30,and,CC,stopword,coordinating conj,function_word,0.0,0.002166,0.002166
30,eisenberg ',NN,noun,noun — singular,noun,0.0,0.002157,0.002157
30,s,NN,noun,noun — singular,noun,0.0,0.002169,0.002169
30,sweet,JJ,adjective,adj — base form,adj_positive,0.4588,0.002215,0.002215
30,"nephew ,",NN,noun,noun — singular,noun,0.0,0.002118,0.002118
30,roger,NN,noun,noun — singular,noun,0.0,0.00217,0.00217
30,dodger,NN,noun,noun — singular,noun,0.0,0.00215,0.00215
30,is,VBZ,verb,verb — 3rd person present,verb,0.0,0.002119,0.002119
30,one,CD,other,cardinal number,other,0.0,0.002202,0.002202
30,of,IN,stopword,preposition/subord. conj,function_word,0.0,0.002142,0.002142
30,the,DT,stopword,determiner,function_word,0.0,0.002159,0.002159
30,most,RBS,adverb,adverb — superlative,adverb,0.0,0.00218,0.00218
30,compelling,JJ,adjective,adj — base form,adj_positive,0.2263,0.002208,0.002208
30,variations,NNS,noun,noun — plural,noun,0.0,0.002095,0.002095
30,on,IN,stopword,preposition/subord. conj,function_word,0.0,0.002176,0.002176
30,in,IN,stopword,preposition/subord. conj,function_word,0.0,0.002169,0.002169
30,the,DT,stopword,determiner,function_word,0.0,0.002149,0.002149
30,company,NN,noun,noun — singular,noun,0.0,0.002199,0.002199
30,of,IN,stopword,preposition/subord. conj,function_word,0.0,0.002149,0.002149
30,men,NNS,noun,noun — plural,noun,0.0,0.002136,0.002136
31,...,:,other,other (:),other,0.0,0.002871,0.002871
31,designed,VBN,verb,verb — past participle,verb,0.0,0.002128,0.002128
31,to,TO,stopword,infinitive marker,function_word,0.0,0.001334,0.001334
31,provide,VB,verb,verb — base form,verb,0.0,0.002624,0.002624
31,a,DT,stopword,determiner,function_word,0.0,0.002512,0.002512
31,mix,NN,noun,noun — singular,noun,0.0,0.003316,0.003316
31,of,IN,stopword,preposition/subord. conj,function_word,0.0,0.00211,0.00211
31,smiles,NNS,noun,noun — plural,noun,0.4767,0.004072,0.004072
31,and,CC,stopword,coordinating conj,function_word,0.0,0.003536,0.003536
31,"tears , ``",NN,noun,noun — singular,noun,-0.2263,0.08134,-0.08134
31,crossroads '',NN,noun,noun — singular,noun,0.0,0.078306,-0.078306
31,instead,RB,adverb,adverb — base,adverb,0.0,0.281249,-0.281249
31,provokes,VB,verb,verb — base form,verb,-0.3182,0.03563,-0.03563
31,a,DT,stopword,determiner,function_word,0.0,0.074028,-0.074028
31,handful,NN,noun,noun — singular,noun,0.0,0.074404,-0.074404
31,of,IN,stopword,preposition/subord. conj,function_word,0.0,0.075987,-0.075987
31,unintentional,JJ,adjective,adj — base form,adj_neutral,0.0,0.074907,-0.074907
31,howlers,NNS,noun,noun — plural,noun,0.0,0.072738,-0.072738
31,and,CC,stopword,coordinating conj,function_word,0.0,0.026325,-0.026325
31,numerous,JJ,adjective,adj — base form,adj_neutral,0.0,0.008849,-0.008849
31,yawns,NNS,noun,noun — plural,noun,0.0,0.078814,-0.078814
32,a,DT,stopword,determiner,function_word,0.0,0.011269,0.011269
32,"gorgeous ,",NN,noun,noun — singular,noun,0.6124,0.011298,0.011298
32,"witty ,",NN,noun,noun — singular,noun,0.0,0.011305,0.011305
32,seductive,JJ,adjective,adj — base form,adj_neutral,0.0,0.011288,0.011288
32,movie,NN,noun,noun — singular,noun,0.0,0.011298,0.011298
33,if,IN,stopword,preposition/subord. conj,function_word,0.0,0.69972,-0.69972
33,the,DT,stopword,determiner,function_word,0.0,0.217493,0.217493
33,movie,NN,noun,noun — singular,noun,0.0,0.165468,0.165468
33,succeeds,VBZ,verb,verb — 3rd person present,verb,0.4939,0.179368,0.179368
33,in,IN,stopword,preposition/subord. conj,function_word,0.0,0.014021,-0.014021
33,instilling,VBG,verb,verb — gerund/present part,verb,0.0,0.003523,-0.003523
33,a,DT,stopword,determiner,function_word,0.0,0.004697,-0.004697
33,wary,JJ,adjective,adj — base form,adj_neutral,0.0,0.00347,-0.00347
33,sense,NN,noun,noun — singular,noun,0.0,0.012812,-0.012812
33,of `,NN,noun,noun — singular,noun,0.0,0.013741,-0.013741
33,there,EX,stopword,existential 'there',function_word,0.0,0.021406,-0.021406
33,but,CC,stopword,coordinating conj,function_word,0.0,0.010765,-0.010765
33,for,IN,stopword,preposition/subord. conj,function_word,0.0,1.3e-05,1.3e-05
33,the,DT,stopword,determiner,function_word,0.0,0.000291,0.000291
33,grace,NN,noun,noun — singular,noun,0.4215,0.000189,0.000189
33,of,IN,stopword,preposition/subord. conj,function_word,0.0,0.000321,0.000321
33,"god , '",NN,noun,noun — singular,noun,0.2732,0.177812,-0.177812
33,it,PRP,stopword,pronoun — personal,function_word,0.0,0.173344,-0.173344
33,is,VBZ,verb,verb — 3rd person present,verb,0.0,0.17186,-0.17186
33,far,RB,adverb,adverb — base,adverb,0.0,0.171415,-0.171415
33,too,RB,adverb,adverb — base,adverb,0.0,0.006287,0.006287
33,self-,NN,noun,noun — singular,noun,0.0,0.793862,-0.793862
33,conscious,NN,noun,noun — singular,noun,0.0,0.086514,0.086514
33,to,TO,stopword,infinitive marker,function_word,0.0,0.094264,0.094264
33,draw,VB,verb,verb — base form,verb,0.0,0.096848,0.096848
33,you,PRP,stopword,pronoun — personal,function_word,0.0,0.097983,0.097983
33,deeply,RB,adverb,adverb — base,intensifier,0.0,0.098082,0.098082
33,into,IN,stopword,preposition/subord. conj,function_word,0.0,0.096525,0.096525
33,its,PRP$,stopword,pronoun — possessive,function_word,0.0,0.097179,0.097179
33,world,NN,noun,noun — singular,noun,0.0,0.095928,0.095928
34,it,PRP,stopword,pronoun — personal,function_word,0.0,0.052282,-0.052282
34,does,VBZ,verb,verb — 3rd person present,verb,0.0,0.052271,-0.052271
34,n',NN,noun,noun — singular,noun,0.0,0.052264,-0.052264
34,t,NN,noun,noun — singular,noun,0.0,0.052423,-0.052423
34,believe,VB,verb,verb — base form,verb,0.0,0.052229,-0.052229
34,in,IN,stopword,preposition/subord. conj,function_word,0.0,0.052289,-0.052289
34,"itself ,",NN,noun,noun — singular,noun,0.0,0.052317,-0.052317
34,it,PRP,stopword,pronoun — personal,function_word,0.0,0.05223,-0.05223
34,has,VBZ,verb,verb — 3rd person present,verb,0.0,0.052286,-0.052286
34,no,DT,stopword,determiner,negation,-0.296,0.052694,-0.052694
34,sense,NN,noun,noun — singular,noun,0.0,0.052421,-0.052421
34,of,IN,stopword,preposition/subord. conj,function_word,0.0,0.052344,-0.052344
34,humor ...,NN,noun,noun — singular,noun,0.2732,0.052426,-0.052426
34,it ',NN,noun,noun — singular,noun,0.0,0.052338,-0.052338
34,s,NN,noun,noun — singular,noun,0.0,0.052354,-0.052354
34,just,RB,adverb,adverb — base,adverb,0.0,0.052387,-0.052387
34,plain,RB,adverb,adverb — base,adverb,0.0,0.05243,-0.05243
34,bored,JJ,adjective,adj — base form,adj_negative,-0.2732,0.052611,-0.052611
35,a,DT,stopword,determiner,function_word,0.0,0.014871,-0.014871
35,sequence,NN,noun,noun — singular,noun,0.0,0.014642,-0.014642
35,of,IN,stopword,preposition/subord. conj,function_word,0.0,0.072746,-0.072746
35,ridiculous,JJ,adjective,adj — base form,adj_negative,-0.3612,0.842153,-0.842153
35,shoot - ',NN,noun,noun — singular,noun,-0.34,0.0004,0.0004
35,em -,NN,noun,noun — singular,noun,0.0,0.000652,0.000652
35,up,RB,adverb,adverb — base,adverb,0.0,0.000833,0.000833
35,scenes,NNS,noun,noun — plural,noun,0.0,0.000383,0.000383
36,the,DT,stopword,determiner,function_word,0.0,0.004759,-0.004759
36,weight,NN,noun,noun — singular,noun,0.0,0.004988,-0.004988
36,of,IN,stopword,preposition/subord. conj,function_word,0.0,0.005024,-0.005024
36,the,DT,stopword,determiner,function_word,0.0,0.004743,-0.004743
36,"piece ,",NN,noun,noun — singular,noun,0.0,0.003051,-0.003051
36,the,DT,stopword,determiner,function_word,0.0,0.004629,-0.004629
36,unerring,JJ,adjective,adj — base form,adj_neutral,0.0,0.002507,-0.002507
36,professionalism,NN,noun,noun — singular,noun,0.0,0.004386,-0.004386
36,of,IN,stopword,preposition/subord. conj,function_word,0.0,0.004237,-0.004237
36,the,DT,stopword,determiner,function_word,0.0,0.004086,-0.004086
36,chilly,JJ,adjective,adj — base form,adj_neutral,0.0,0.005045,-0.005045
36,"production ,",NN,noun,noun — singular,noun,0.0,0.005079,-0.005079
36,and,CC,stopword,coordinating conj,function_word,0.0,0.004235,-0.004235
36,the,DT,stopword,determiner,function_word,0.0,0.010806,0.010806
36,fascination,NN,noun,noun — singular,noun,0.4939,0.014247,0.014247
36,embedded,VBD,verb,verb — past tense,verb,0.0,0.010656,0.010656
36,in,IN,stopword,preposition/subord. conj,function_word,0.0,0.010429,0.010429
36,the,DT,stopword,determiner,function_word,0.0,0.009807,0.009807
36,lurid,JJ,adjective,adj — base form,adj_neutral,0.0,0.009706,0.009706
36,topic,NN,noun,noun — singular,noun,0.0,0.009875,0.009875
36,prove,VB,verb,verb — base form,verb,0.0,0.010972,0.010972
36,recommendation,NN,noun,noun — singular,noun,0.0,0.016143,0.016143
36,enough,RB,adverb,adverb — base,adverb,0.0,0.009313,0.009313
37,(,(,other,other ((),other,0.0,0.000653,0.000653
37,w ),NN,noun,noun — singular,noun,0.0,0.001604,-0.001604
37,hile,NN,noun,noun — singular,noun,0.0,0.000691,0.000691
37,long,RB,adverb,adverb — base,adverb,0.0,0.001872,0.001872
37,on,IN,stopword,preposition/subord. conj,function_word,0.0,0.0017,-0.0017
37,amiable,JJ,adjective,adj — base form,adj_neutral,0.0,0.006333,0.006333
37,monkeys,NNS,noun,noun — plural,noun,0.0,0.000228,-0.000228
37,and,CC,stopword,coordinating conj,function_word,0.0,0.000567,0.000567
37,worthy,JJ,adjective,adj — base form,adj_positive,0.4404,0.007564,0.007564
37,"environmentalism ,",NN,noun,noun — singular,noun,0.0,0.007585,0.007585
37,jane,NN,noun,noun — singular,noun,0.0,0.003444,0.003444
37,goodall ',NN,noun,noun — singular,noun,0.0,0.009724,0.009724
37,s,NN,noun,noun — singular,noun,0.0,0.008058,0.008058
37,wild,JJ,adjective,adj — base form,adj_neutral,0.0,0.006442,0.006442
37,chimpanzees,NNS,noun,noun — plural,noun,0.0,0.000985,-0.000985
37,is,VBZ,verb,verb — 3rd person present,verb,0.0,0.01905,-0.01905
37,short,JJ,adjective,adj — base form,adj_neutral,0.0,0.819275,-0.819275
37,on,IN,stopword,preposition/subord. conj,function_word,0.0,0.051521,0.051521
37,the,DT,stopword,determiner,function_word,0.0,0.091387,0.091387
37,thrills,NNS,noun,noun — plural,noun,0.3612,0.106917,0.106917
37,the,DT,stopword,determiner,function_word,0.0,0.097322,-0.097322
37,oversize,JJ,adjective,adj — base form,adj_neutral,0.0,0.102723,-0.102723
37,medium,NN,noun,noun — singular,noun,0.0,0.097536,-0.097536
37,demands,NNS,noun,noun — plural,noun,0.0,0.097835,-0.097835
38,as,IN,stopword,preposition/subord. conj,function_word,0.0,0.002132,0.002132
38,surreal,NN,noun,noun — singular,noun,0.0,0.002314,0.002314
38,as,IN,stopword,preposition/subord. conj,function_word,0.0,0.002003,0.002003
38,a,DT,stopword,determiner,function_word,0.0,0.002265,0.002265
38,dream,NN,noun,noun — singular,noun,0.25,0.002187,0.002187
38,and,CC,stopword,coordinating conj,function_word,0.0,0.00393,0.00393
38,as,IN,stopword,preposition/subord. conj,function_word,0.0,0.003823,0.003823
38,detailed,VBN,verb,verb — past participle,verb,0.0,0.00433,0.00433
38,as,IN,stopword,preposition/subord. conj,function_word,0.0,0.003725,0.003725
38,a,DT,stopword,determiner,function_word,0.0,0.003808,0.003808
38,"photograph ,",NN,noun,noun — singular,noun,0.0,0.004125,0.004125
38,as,IN,stopword,preposition/subord. conj,function_word,0.0,0.003662,0.003662
38,visually,RB,adverb,adverb — base,adverb,0.0,0.004031,0.004031
38,dexterous,JJ,adjective,adj — base form,adj_neutral,0.0,0.004245,0.004245
38,as,IN,stopword,preposition/subord. conj,function_word,0.0,0.002024,0.002024
38,it,PRP,stopword,pronoun — personal,function_word,0.0,0.002092,0.002092
38,is,VBZ,verb,verb — 3rd person present,verb,0.0,0.000798,0.000798
38,at,IN,stopword,preposition/subord. conj,function_word,0.0,0.000826,0.000826
38,times,NNS,noun,noun — plural,noun,0.0,0.00071,0.00071
38,imaginatively,RB,adverb,adverb — base,adverb,0.0,0.002114,0.002114
38,overwhelming,VBG,verb,verb — gerund/present part,verb,0.0,0.000785,0.000785
39,escaping,VBG,verb,verb — gerund/present part,verb,0.0516,0.005752,-0.005752
39,the,DT,stopword,determiner,function_word,0.0,0.005733,-0.005733
39,"studio ,",NN,noun,noun — singular,noun,0.0,0.005752,-0.005752
39,piccoli,NN,noun,noun — singular,noun,0.0,0.005811,-0.005811
39,is,VBZ,verb,verb — 3rd person present,verb,0.0,0.01612,0.01612
39,warmly,JJ,adjective,adj — base form,adj_positive,0.4019,0.016734,0.016734
39,affecting,VBG,verb,verb — gerund/present part,verb,0.0,0.015752,0.015752
39,and,CC,stopword,coordinating conj,function_word,0.0,0.012248,0.012248
39,so,RB,adverb,adverb — base,adverb,0.0,0.003072,0.003072
39,is,VBZ,verb,verb — 3rd person present,verb,0.0,0.002949,0.002949
39,this,DT,stopword,determiner,function_word,0.0,0.003021,0.003021
39,adroitly,RB,adverb,adverb — base,adverb,0.0,0.003197,0.003197
39,minimalist,JJ,adjective,adj — base form,adj_neutral,0.0,0.002952,0.002952
39,movie,NN,noun,noun — singular,noun,0.0,0.003181,0.003181
40,there ',NN,noun,noun — singular,noun,0.0,0.003545,0.003545
40,s ...,NN,noun,noun — singular,noun,0.0,0.003557,0.003557
40,tremendous,JJ,adjective,adj — base form,adj_neutral,0.0,0.003616,0.003616
40,energy,NN,noun,noun — singular,noun,0.2732,0.003586,0.003586
40,from,IN,stopword,preposition/subord. conj,function_word,0.0,0.003543,0.003543
40,the,DT,stopword,determiner,function_word,0.0,0.003554,0.003554
40,"cast ,",NN,noun,noun — singular,noun,0.0,0.003556,0.003556
40,a,DT,stopword,determiner,function_word,0.0,0.003546,0.003546
40,sense,NN,noun,noun — singular,noun,0.0,0.003496,0.003496
40,of,IN,stopword,preposition/subord. conj,function_word,0.0,0.003495,0.003495
40,playfulness,NN,noun,noun — singular,noun,0.296,0.003518,0.003518
40,and,CC,stopword,coordinating conj,function_word,0.0,0.003489,0.003489
40,excitement,NN,noun,noun — singular,noun,0.4939,0.003492,0.003492
40,that,WDT,stopword,wh-determiner,other,0.0,0.003491,0.003491
40,seems,VBZ,verb,verb — 3rd person present,verb,0.0,0.003477,0.003477
40,appropriate,JJ,adjective,adj — base form,adj_neutral,0.0,0.003486,0.003486
41,this,DT,stopword,determiner,function_word,0.0,0.003285,0.003285
41,illuminating,JJ,adjective,adj — base form,adj_neutral,0.0,0.003667,0.003667
41,documentary,JJ,adjective,adj — base form,adj_neutral,0.0,0.003238,0.003238
41,transcends,NNS,noun,noun — plural,noun,0.0,0.00305,0.00305
41,our,PRP$,stopword,pronoun — possessive,function_word,0.0,0.002978,0.002978
41,preconceived,JJ,adjective,adj — base form,adj_neutral,0.0,0.0029,0.0029
41,vision,NN,noun,noun — singular,noun,0.25,0.002981,0.002981
41,of,IN,stopword,preposition/subord. conj,function_word,0.0,0.002934,0.002934
41,the,DT,stopword,determiner,function_word,0.0,0.002885,0.002885
41,holy,JJ,adjective,adj — base form,adj_neutral,0.0,0.002834,0.002834
41,land,NN,noun,noun — singular,noun,0.0,0.002915,0.002915
41,and,CC,stopword,coordinating conj,function_word,0.0,0.00289,0.00289
41,its,PRP$,stopword,pronoun — possessive,function_word,0.0,0.00281,0.00281
41,"inhabitants ,",NN,noun,noun — singular,noun,0.0,0.002772,0.002772
41,revealing,VBG,verb,verb — gerund/present part,verb,0.0,0.002847,0.002847
41,the,DT,stopword,determiner,function_word,0.0,0.002802,0.002802
41,human,JJ,adjective,adj — base form,adj_neutral,0.0,0.002798,0.002798
41,complexities,NNS,noun,noun — plural,noun,0.0,0.002775,0.002775
41,beneath,NN,noun,noun — singular,noun,0.0,0.002761,0.002761
42,the,DT,stopword,determiner,function_word,0.0,0.003147,0.003147
42,subtle,JJ,adjective,adj — base form,adj_neutral,0.0,0.003149,0.003149
42,strength,NN,noun,noun — singular,noun,0.4939,0.003872,0.003872
42,of ``,NN,noun,noun — singular,noun,0.0,0.003153,0.003153
42,elling '',NN,noun,noun — singular,noun,0.0,0.003021,0.003021
42,is,VBZ,verb,verb — 3rd person present,verb,0.0,0.00292,0.00292
42,that,IN,stopword,preposition/subord. conj,function_word,0.0,0.002866,0.002866
42,it,PRP,stopword,pronoun — personal,function_word,0.0,0.002887,0.002887
42,never,RB,adverb,adverb — base,negation,0.0,0.009728,0.009728
42,loses,VBZ,verb,verb — 3rd person present,verb,-0.3182,0.004771,0.004771
42,touch,JJ,adjective,adj — base form,adj_neutral,0.0,0.006829,0.006829
42,with,IN,stopword,preposition/subord. conj,function_word,0.0,0.006923,0.006923
42,the,DT,stopword,determiner,function_word,0.0,0.000548,0.000548
42,reality,NN,noun,noun — singular,noun,0.0,0.000436,0.000436
42,of,IN,stopword,preposition/subord. conj,function_word,0.0,0.000476,0.000476
42,the,DT,stopword,determiner,function_word,0.0,0.000468,0.000468
42,grim,JJ,adjective,adj — base form,adj_negative,-0.5719,0.000443,0.000443
42,situation,NN,noun,noun — singular,noun,0.0,0.000497,0.000497
43,holm ...,NN,noun,noun — singular,noun,0.0,0.005844,0.005844
43,embodies,VBZ,verb,verb — 3rd person present,verb,0.0,0.005956,0.005956
43,the,DT,stopword,determiner,function_word,0.0,0.005937,0.005937
43,character,NN,noun,noun — singular,noun,0.0,0.006032,0.006032
43,with,IN,stopword,preposition/subord. conj,function_word,0.0,0.006099,0.006099
43,an,DT,stopword,determiner,function_word,0.0,0.006119,0.006119
43,effortlessly,RB,adverb,adverb — base,adverb,0.0,0.006816,0.006816
43,regal,JJ,adjective,adj — base form,adj_neutral,0.0,0.006658,0.006658
43,charisma,NN,noun,noun — singular,noun,0.0,0.006838,0.006838
44,the,DT,stopword,determiner,function_word,0.0,0.015151,0.015151
44,title,NN,noun,noun — singular,noun,0.0,0.00061,-0.00061
44,not,RB,adverb,adverb — base,negation,0.0,0.012351,-0.012351
44,only,RB,adverb,adverb — base,adverb,0.0,0.006994,-0.006994
44,describes,VBZ,verb,verb — 3rd person present,verb,0.0,0.010795,0.010795
44,its,PRP$,stopword,pronoun — possessive,function_word,0.0,0.007426,0.007426
44,main,JJ,adjective,adj — base form,adj_neutral,0.0,0.008469,0.008469
44,"characters ,",NN,noun,noun — singular,noun,0.0,0.011284,0.011284
44,but,CC,stopword,coordinating conj,function_word,0.0,0.006245,-0.006245
44,the,DT,stopword,determiner,function_word,0.0,0.004824,0.004824
44,lazy,JJ,adjective,adj — base form,adj_negative,-0.3612,0.988477,-0.988477
44,people,NNS,noun,noun — plural,noun,0.0,0.007091,0.007091
44,behind,IN,stopword,preposition/subord. conj,function_word,0.0,0.002451,0.002451
44,the,DT,stopword,determiner,function_word,0.0,0.001001,0.001001
44,camera,NN,noun,noun — singular,noun,0.0,0.001678,0.001678
