model,attack,seed,original_text,perturbed_text,true_label,original_pred,perturbed_pred,original_correct,attack_success,n_words_changed,pct_words_changed,use_similarity
bert-tiny,pwws,42,the draw ( for `` big bad love '' ) is a solid performance by arliss howard . ,the draw ( for `` big bad love '' ) is a unanimous performance by arliss howard . ,1,1,0,1,1,1,0.0556,0.9318
bert-tiny,pwws,42,"green might want to hang onto that ski mask , as robbery may be the only way to pay for his next project . ","greenness power want to hang onto that ski cloak , as robbery may be the only means to pay for his next envision . ",0,0,1,1,1,5,0.2083,0.859
bert-tiny,pwws,42,it 's one pussy-ass world when even killer-thrillers revolve around group therapy sessions . ,it 's one pussy-ass world-wide when even killer-thrillers revolve around group therapy sessions . ,0,0,1,1,1,1,0.0714,0.9939
bert-tiny,pwws,42,"the band 's courage in the face of official repression is inspiring , especially for aging hippies ( this one included ) . ","the stripe 's braveness in the expression of official repression is barrack , particularly for aging hipster ( this matchless included ) . ",1,1,0,1,1,7,0.3043,0.5663
bert-tiny,pwws,42,the movie achieves as great an impact by keeping these thoughts hidden as ... ( quills ) did by showing them . ,the movie achieves as heavy an impact by keeping these thoughts hidden as ... ( quills ) did by showing them . ,1,1,0,1,1,1,0.0455,0.9828
bert-tiny,pwws,42,"the film flat lines when it should peak and is more missed opportunity and trifle than dark , decadent truffle . ","the film flavorless lines when it should pinnacle and is more overlook opportunity and trifle than dark , decadent truffle . ",0,0,1,1,1,3,0.1429,0.8341
bert-tiny,pwws,42,jaglom ... put ( s ) the audience in the privileged position of eavesdropping on his characters ,jaglom ... put ( s ) the audience in the favour position of eavesdropping on his characters ,1,1,0,1,1,1,0.0588,0.9706
bert-tiny,pwws,42,"it 's a scattershot affair , but when it hits its mark it 's brilliant . ","it 's a scattershot affair , but when it hits its mark it 's brainy . ",1,1,0,1,1,1,0.0625,0.8413
bert-tiny,pwws,42,"hardly a masterpiece , but it introduces viewers to a good charitable enterprise and some interesting real people . ","scarcely a masterpiece , but it introduces viewers to a good charitable enterprise and some interesting real people . ",1,1,0,1,1,1,0.0526,0.9804
bert-tiny,pwws,42,"you wo n't like roger , but you will quickly recognize him . ","you wo n't like roger , but you will rapidly recognize him . ",0,0,1,1,1,1,0.0769,0.9767
bert-tiny,pwws,42,this riveting world war ii moral suspense story deals with the shadow side of american culture : racial prejudice in its ugly and diverse forms . ,this riveting world war ii moral suspense story deals with the shadow side of american culture : racial prejudice in its atrocious and diverse forms . ,0,0,1,1,1,1,0.0385,0.9913
bert-tiny,pwws,42,"it 's difficult to imagine the process that produced such a script , but here 's guessing that spray cheese and underarm noises played a crucial role . ","it 's difficult to imagine the treat that acquire such a script , but here 's guessing that spray cheese and underarm resound played a crucial role . ",0,0,1,1,1,3,0.1071,0.8553
bert-tiny,pwws,42,"on the whole , the movie lacks wit , feeling and believability to compensate for its incessant coarseness and banality . ","on the solid , the movie lacks wit , feeling and believability to compensate for its incessant coarseness and banality . ",0,0,1,1,1,1,0.0476,0.9696
bert-tiny,pwws,42,why make a documentary about these marginal historical figures ? ,why stimulate a documentary about these marginal diachronic anatomy ? ,0,0,0,1,0,3,0.3,0.54
bert-tiny,pwws,123,it 's a charming and often affecting journey . ,it 's a sorcerous and often affecting journey . ,1,1,0,1,1,1,0.1111,0.7223
bert-tiny,pwws,123,unflinchingly bleak and desperate ,unflinchingly raw and desperate ,0,0,1,1,1,1,0.25,0.7326
bert-tiny,pwws,123,allows us to hope that nolan is poised to embark a major career as a commercial yet inventive filmmaker . ,tolerate uranium to hope that nolan is brace to embark a major career as a commercial yet inventive filmmaker . ,1,1,0,1,1,3,0.15,0.7538
bert-tiny,pwws,123,"the acting , costumes , music , cinematography and sound are all astounding given the production 's austere locales . ","the pretend , costumes , music , cinematography and sound are all astounding given the production 's austere locales . ",1,1,0,1,1,1,0.05,0.9592
bert-tiny,pwws,123,"it 's slow -- very , very slow . ","it 's retard -- very , very easy . ",0,0,0,1,0,2,0.2222,0.3568
bert-tiny,pwws,123,"although laced with humor and a few fanciful touches , the film is a refreshingly serious look at young women . ","although laced with humor and a few fanciful touches , the film is a refreshfully serious wait at young women . ",1,1,0,1,1,2,0.0952,0.8809
bert-tiny,pwws,123,a sometimes tedious film . ,a sometimes wordy film . ,0,0,1,1,1,1,0.2,0.8056
bert-tiny,pwws,123,or doing last year 's taxes with your ex-wife . ,or doing last year 's task with your ex-wife . ,0,0,1,1,1,1,0.1,0.895
bert-tiny,pwws,123,you do n't have to know about music to appreciate the film 's easygoing blend of comedy and romance . ,you do n't have to know about music to value the film 's easygoing blend of comedy and romance . ,1,1,0,1,1,1,0.05,0.9665
bert-tiny,pwws,123,"in exactly 89 minutes , most of which passed as slowly as if i 'd been sitting naked on an igloo , formula 51 sank from quirky to jerky to utter turkey . ","in exactly 89 minutes , most of which passed as slowly as if i 'd been ride naked on an igloo , formula 51 sank from quirky to jerky to perfect turkey . ",0,0,1,1,1,2,0.0606,0.9644
bert-tiny,pwws,123,the mesmerizing performances of the leads keep the film grounded and keep the audience riveted . ,the mesmerizing performances of the leads keep the film grounded and restrain the audience riveted . ,1,1,0,1,1,1,0.0625,0.9506
bert-tiny,pwws,123,"it takes a strange kind of laziness to waste the talents of robert forster , anne meara , eugene levy , and reginald veljohnson all in the same movie . ","it takes a strange kind of laziness to godforsaken the talents of robert forster , anne meara , eugene levy , and reginald veljohnson all in the same movie . ",0,0,1,1,1,1,0.0333,0.9273
bert-tiny,pwws,123,... the film suffers from a lack of humor ( something needed to balance out the violence ) ... ,... the celluloid lose from a want of witticism ( something needful to equalizer out the fury ) ... ,0,0,1,1,1,7,0.3684,0.3929
bert-tiny,pwws,123,even horror fans will most likely not find what they 're seeking with trouble every day ; the movie lacks both thrills and humor . ,even horror fans will most likely not find what they 're seeking with trouble every day ; the movie want both thrills and humor . ,0,0,1,1,1,1,0.04,0.9489
bert-tiny,pwws,123,"a gorgeous , high-spirited musical from india that exquisitely blends music , dance , song , and high drama . ","a gorgeous , ebullient melodious from Bharat that fine meld medicine , terpsichore , strain , and gamy play . ",1,1,1,1,0,10,0.5,0.4337
bert-tiny,pwws,123,the emotions are raw and will strike a nerve with anyone who 's ever had family trauma . ,the emotions are bleak and will strike a nerve with anyone who 's ever had family trauma . ,1,1,0,1,1,1,0.0556,0.9058
bert-tiny,pwws,123,"audrey tatou has a knack for picking roles that magnify her outrageous charm , and in this literate french comedy , she 's as morning-glory exuberant as she was in amélie . ","audrey tatou has a knack for picking roles that magnify her hideous charm , and in this literate french comedy , she 's as morning-glory exuberant as she was in amélie . ",1,1,0,1,1,1,0.0312,0.9948
bert-tiny,pwws,123,... the movie is just a plain old monster . ,... the movie is just a unmistakable old monster . ,0,0,1,1,1,1,0.1,0.8661
bert-tiny,pwws,123,"in its best moments , resembles a bad high school production of grease , without benefit of song . ","in its best moments , resembles a high-risk high school production of grease , without benefit of song . ",0,0,1,1,1,1,0.0526,0.9488
bert-tiny,pwws,123,"pumpkin takes an admirable look at the hypocrisy of political correctness , but it does so with such an uneven tone that you never know when humor ends and tragedy begins . ","pumpkin takes an admirable look at the hypocrisy of political correctness , but it does so with such an scratchy tone that you never know when humor ends and tragedy begins . ",0,0,1,1,1,1,0.0312,0.9924
bert-tiny,pwws,123,the iditarod lasts for days - this just felt like it did . ,the iditarod lasts for days - this just felt comparable it did . ,0,0,1,1,1,1,0.0769,0.9251
bert-tiny,pwws,123,"a delectable and intriguing thriller filled with surprises , read my lips is an original . ","a luscious and intrigue thriller filled with surprises , scan my lips is an archetype . ",1,1,0,1,1,4,0.25,0.8357
bert-tiny,pwws,123,seldom has a movie so closely matched the spirit of a man and his work . ,seldom has a movie so closely matched the smell of a man and his sour . ,1,1,0,1,1,2,0.125,0.7262
bert-tiny,pwws,123,"nicks , seemingly uncertain what 's going to make people laugh , runs the gamut from stale parody to raunchy sex gags to formula romantic comedy . ","nicks , seemingly uncertain what 's going to make people laugh , lean the gamut from stale parody to salacious sex gags to formula romantic comedy . ",0,0,1,1,1,2,0.0741,0.978
bert-tiny,pwws,123,"the action switches between past and present , but the material link is too tenuous to anchor the emotional connections that purport to span a 125-year divide . ","the action switches between past and present , but the material link is too tenuous to anchor the emotional connections that spirit to span a 125-year divide . ",0,0,1,1,1,1,0.0357,0.9672
bert-tiny,pwws,123,it 's an offbeat treat that pokes fun at the democratic exercise while also examining its significance for those who take part . ,it 's an offbeat treat that pokes fun at the democratic exercise while also examining its significance for those who rent part . ,1,1,0,1,1,1,0.0435,0.9371
bert-tiny,pwws,123,"it 's a cookie-cutter movie , a cut-and-paste job . ","it 's a cookie-cutter film , a cut-and-paste speculate . ",0,0,0,1,0,2,0.2,0.8816
bert-tiny,pwws,123,i had to look away - this was god awful . ,i had to look away - this was god tremendous . ,0,0,1,1,1,1,0.0909,0.8257
bert-tiny,pwws,123,"thanks to scott 's charismatic roger and eisenberg 's sweet nephew , roger dodger is one of the most compelling variations on in the company of men . ","thanks to scott 's charismatic roger and eisenberg 's odorous nephew , roger dodger is matchless of the most compelling variations on in the company of men . ",1,1,0,1,1,2,0.0714,0.8926
bert-tiny,pwws,123,"... designed to provide a mix of smiles and tears , `` crossroads '' instead provokes a handful of unintentional howlers and numerous yawns . ","... designed to provide a mix of smiles and tears , `` crossroads '' instead provokes a handful of unintentional howlers and numerous oscitancy . ",0,0,1,1,1,1,0.04,0.9499
bert-tiny,pwws,123,"a gorgeous , witty , seductive movie . ","a gorgeous , witty , seductive picture . ",1,1,1,1,0,1,0.125,0.8436
bert-tiny,pwws,123,"it does n't believe in itself , it has no sense of humor ... it 's just plain bored . ","it does n't believe in itself , it has no sense of humor ... it 's just unmistakable blase . ",0,0,1,1,1,2,0.1,0.7719
bert-tiny,pwws,123,a sequence of ridiculous shoot - 'em - up scenes . ,a sequence of laughable tear - 'em - up scenes . ,0,0,1,1,1,2,0.1818,0.7709
bert-tiny,pwws,123,"the weight of the piece , the unerring professionalism of the chilly production , and the fascination embedded in the lurid topic prove recommendation enough . ","the weight of the firearm , the unerring professionalism of the chilly production , and the fascination embedded in the lurid topic prove recommendation enough . ",1,1,0,1,1,1,0.0385,0.8856
bert-tiny,pwws,123,"( w ) hile long on amiable monkeys and worthy environmentalism , jane goodall 's wild chimpanzees is short on the thrills the oversize medium demands . ","( w ) hile long on amiable monkeys and worthy environmentalism , jane goodall 's wild chimpanzees is short on the thrills the oversized medium demands . ",0,0,1,1,1,1,0.037,0.9869
bert-tiny,pwws,123,"as surreal as a dream and as detailed as a photograph , as visually dexterous as it is at times imaginatively overwhelming . ","as surreal as a dream and as detailed as a photograph , as visually dexterous as it is at times imaginatively drown . ",1,1,0,1,1,1,0.0435,0.8235
bert-tiny,pwws,123,"escaping the studio , piccoli is warmly affecting and so is this adroitly minimalist movie . ","escaping the studio , piccoli is cordially affecting and so is this adroitly minimalist movie . ",1,1,0,1,1,1,0.0625,0.9651
bert-tiny,pwws,123,"there 's ... tremendous energy from the cast , a sense of playfulness and excitement that seems appropriate . ","there 's ... frightful energy from the cast , a sense of merriment and excitement that seems appropriate . ",1,1,0,1,1,2,0.1053,0.8287
bert-tiny,pwws,123,"this illuminating documentary transcends our preconceived vision of the holy land and its inhabitants , revealing the human complexities beneath . ","this illume documentary transcends our preconceived vision of the holy land and its inhabitants , disclose the human complexities beneath . ",1,1,0,1,1,2,0.0952,0.9281
bert-tiny,pwws,123,holm ... embodies the character with an effortlessly regal charisma . ,holm ... substantiate the fibre with an effortlessly imperial charisma . ,1,1,1,1,0,3,0.2727,0.6942
bert-tiny,pwws,123,"the title not only describes its main characters , but the lazy people behind the camera as well . ","the title not only describes its main characters , but the work-shy people behind the camera as well . ",0,0,1,1,1,1,0.0526,0.8311
bert-tiny,pwws,123,a synthesis of cliches and absurdities that seems positively decadent in its cinematic flash and emptiness . ,a synthesis of commonplace and absurdities that seems positively decadent in its cinematic flash and vanity . ,0,0,1,1,1,2,0.1176,0.8794
bert-tiny,pwws,123,a subtle and well-crafted ( for the most part ) chiller . ,a insidious and well-crafted ( for the most disunite ) chiller . ,1,1,0,1,1,2,0.1667,0.8013
bert-tiny,pwws,123,has a lot of the virtues of eastwood at his best . ,has a pile of the virtues of eastwood at his best . ,1,1,0,1,1,1,0.0833,0.9666
bert-tiny,pwws,123,it 's hampered by a lifetime-channel kind of plot and a lead actress who is out of her depth . ,it 's hamper by a lifetime-channel kind of plot and a lead actress who is out of her depth . ,0,0,1,1,1,1,0.05,0.8712
bert-tiny,pwws,123,"it feels like an after-school special gussied up with some fancy special effects , and watching its rote plot points connect is about as exciting as gazing at an egg timer for 93 minutes . ","it spirit like an after-school special gussied up with some fancy special effects , and watching its rote plot points connect is about as exciting as gazing at an egg timer for 93 minutes . ",0,0,1,1,1,1,0.0286,0.9691
bert-tiny,pwws,123,"for the most part , director anne-sophie birot 's first feature is a sensitive , extraordinarily well-acted drama . ","for the most part , director anne-sophie birot 's low feature is a sore , extraordinarily well-acted drama . ",1,1,0,1,1,2,0.1053,0.8291
bert-tiny,pwws,123,sade is an engaging look at the controversial eponymous and fiercely atheistic hero . ,sade is an rent look at the controversial eponymous and fiercely atheistic hero . ,1,1,0,1,1,1,0.0714,0.9052
bert-tiny,pwws,123,so devoid of any kind of intelligible story that it makes films like xxx and collateral damage seem like thoughtful treatises ,so innocent of any kind of intelligible story that it makes films like xxx and collateral damage seem like thoughtful treatises ,0,0,1,1,1,1,0.0476,0.9124
bert-tiny,pwws,123,"a tender , heartfelt family drama . ","a sore , dear kinsfolk drama . ",1,1,0,1,1,3,0.4286,0.5873
bert-tiny,pwws,123,... a hollow joke told by a cinematic gymnast having too much fun embellishing the misanthropic tale to actually engage it . ,... a hollow joke told by a cinematic gymnast having too much fun embellishing the misanthropic tale to actually engross it . ,0,0,1,1,1,1,0.0455,0.9934
bert-tiny,pwws,123,the cold turkey would 've been a far better title . ,the insensate bomb would 've been a far best style . ,0,0,1,1,1,4,0.3636,0.4665
bert-tiny,pwws,123,manages to be both repulsively sadistic and mundane . ,manages to be both repulsively sadistic and everyday . ,0,0,1,1,1,1,0.1111,0.9171
bert-tiny,pwws,123,"it 's just disappointingly superficial -- a movie that has all the elements necessary to be a fascinating , involving character study , but never does more than scratch the surface . ","it 's just disappointingly trivial -- a movie that has all the elements necessary to be a fascinating , involving character study , but never does more than scratch the surface . ",0,0,1,1,1,1,0.0312,0.9435
bert-tiny,pwws,123,"this is a story of two misfits who do n't stand a chance alone , but together they are magnificent . ","this is a story of two misfits who do n't stand a bump alone , but together they are magnificent . ",1,1,0,1,1,1,0.0476,0.8969
bert-tiny,pwws,123,"schaeffer has to find some hook on which to hang his persistently useless movies , and it might as well be the resuscitation of the middle-aged character . ","schaeffer has to regain some pilfer on which to knack his persistently useless film , and it power as easily be the resuscitation of the middle-aged fiber . ",0,0,0,1,0,7,0.25,0.6481
bert-tiny,pwws,123,"on this tricky topic , tadpole is very much a step in the right direction , with its blend of frankness , civility and compassion . ","on this tricky topic , tadpole is very much a step in the right direction , with its blend of frankness , civility and pity . ",1,1,0,1,1,1,0.0385,0.9566
bert-tiny,pwws,123,"the script kicks in , and mr. hartley 's distended pace and foot-dragging rhythms follow . ","the script kicks in , and mr. hartley 's dilate pace and foot-dragging rhythms succeed . ",0,0,1,1,1,2,0.125,0.9614
bert-tiny,pwws,123,you wonder why enough was n't just a music video rather than a full-length movie . ,you admiration why enough was n't just a music television rather than a full-length movie . ,0,0,1,1,1,2,0.125,0.8343
bert-tiny,pwws,123,"a fast , funny , highly enjoyable movie . ","a degraded , funny , highly gratifying movie . ",1,1,0,1,1,2,0.2222,0.6611
bert-tiny,pwws,123,"this one is definitely one to skip , even for horror movie fanatics . ","this one is definitely one to hop , even for horror movie fanatics . ",0,0,1,1,1,1,0.0714,0.6643
bert-tiny,pwws,123,"exquisitely nuanced in mood tics and dialogue , this chamber drama is superbly acted by the deeply appealing veteran bouquet and the chilling but quite human berling . ","fine nuanced in temper tics and dialogue , this chamber drama is toppingly pretend by the deeply appealing old-timer fragrancy and the scarey but rather man berling . ",1,1,0,1,1,9,0.3214,0.7717
bert-tiny,pwws,123,uses high comedy to evoke surprising poignance . ,habituate high comedy to arouse surprising poignance . ,1,1,0,1,1,2,0.25,0.9064
bert-tiny,pwws,123,a string of rehashed sight gags based in insipid vulgarity . ,a drawstring of rehashed plenty gags based in flavorless vulgarity . ,0,0,1,1,1,3,0.2727,0.8098
bert-tiny,pwws,123,among the year 's most intriguing explorations of alientation . ,among the year 's most scheme explorations of alientation . ,1,1,0,1,1,1,0.1,0.8911
bert-tiny,pwws,123,the movie fails to live up to the sum of its parts . ,the movie go to live up to the sum of its parts . ,0,0,1,1,1,1,0.0769,0.5842
bert-tiny,pwws,123,the son 's room is a triumph of gentility that earns its moments of pathos . ,the son 's room is a crow of gentility that earns its moments of pity . ,1,1,0,1,1,2,0.125,0.6887
bert-tiny,pwws,123,"there is nothing outstanding about this film , but it is good enough and will likely be appreciated most by sailors and folks who know their way around a submarine . ","there is nothing salient about this film , but it is good enough and will likely be appreciated most by sailors and folks who know their way around a torpedo . ",1,1,0,1,1,2,0.0645,0.897
bert-tiny,pwws,123,this is a train wreck of an action film -- a stupefying attempt by the filmmakers to force-feed james bond into the mindless xxx mold and throw 40 years of cinematic history down the toilet in favor of bright flashes and loud bangs . ,this is a train wreck of an action film -- a stupefying attempt by the filmmakers to force-feed james bond into the mindless xxx mold and throw 40 years of cinematic history down the toilet in favor of hopeful flashes and loud bangs . ,0,0,1,1,1,1,0.0227,0.9941
bert-tiny,pwws,123,the draw ( for `` big bad love '' ) is a solid performance by arliss howard . ,the draw ( for `` big bad love '' ) is a unanimous performance by arliss howard . ,1,1,0,1,1,1,0.0556,0.9318
bert-tiny,pwws,123,"green might want to hang onto that ski mask , as robbery may be the only way to pay for his next project . ","greenness power want to hang onto that ski cloak , as robbery may be the only means to pay for his next envision . ",0,0,1,1,1,5,0.2083,0.859
bert-tiny,pwws,123,it 's one pussy-ass world when even killer-thrillers revolve around group therapy sessions . ,it 's one pussy-ass world-wide when even killer-thrillers revolve around group therapy sessions . ,0,0,1,1,1,1,0.0714,0.9939
bert-tiny,pwws,123,"the band 's courage in the face of official repression is inspiring , especially for aging hippies ( this one included ) . ","the stripe 's braveness in the expression of official repression is barrack , particularly for aging hipster ( this matchless included ) . ",1,1,0,1,1,7,0.3043,0.5663
bert-tiny,pwws,123,the movie achieves as great an impact by keeping these thoughts hidden as ... ( quills ) did by showing them . ,the movie achieves as heavy an impact by keeping these thoughts hidden as ... ( quills ) did by showing them . ,1,1,0,1,1,1,0.0455,0.9828
bert-tiny,pwws,123,"the film flat lines when it should peak and is more missed opportunity and trifle than dark , decadent truffle . ","the film flavorless lines when it should pinnacle and is more overlook opportunity and trifle than dark , decadent truffle . ",0,0,1,1,1,3,0.1429,0.8341
bert-tiny,pwws,123,jaglom ... put ( s ) the audience in the privileged position of eavesdropping on his characters ,jaglom ... put ( s ) the audience in the favour position of eavesdropping on his characters ,1,1,0,1,1,1,0.0588,0.9706
bert-tiny,pwws,123,"it 's a scattershot affair , but when it hits its mark it 's brilliant . ","it 's a scattershot affair , but when it hits its mark it 's brainy . ",1,1,0,1,1,1,0.0625,0.8413
bert-tiny,pwws,123,"hardly a masterpiece , but it introduces viewers to a good charitable enterprise and some interesting real people . ","scarcely a masterpiece , but it introduces viewers to a good charitable enterprise and some interesting real people . ",1,1,0,1,1,1,0.0526,0.9804
bert-tiny,pwws,123,"you wo n't like roger , but you will quickly recognize him . ","you wo n't like roger , but you will rapidly recognize him . ",0,0,1,1,1,1,0.0769,0.9767
bert-tiny,pwws,123,this riveting world war ii moral suspense story deals with the shadow side of american culture : racial prejudice in its ugly and diverse forms . ,this riveting world war ii moral suspense story deals with the shadow side of american culture : racial prejudice in its atrocious and diverse forms . ,0,0,1,1,1,1,0.0385,0.9913
bert-tiny,pwws,123,"it 's difficult to imagine the process that produced such a script , but here 's guessing that spray cheese and underarm noises played a crucial role . ","it 's difficult to imagine the treat that acquire such a script , but here 's guessing that spray cheese and underarm resound played a crucial role . ",0,0,1,1,1,3,0.1071,0.8553
bert-tiny,pwws,123,"on the whole , the movie lacks wit , feeling and believability to compensate for its incessant coarseness and banality . ","on the solid , the movie lacks wit , feeling and believability to compensate for its incessant coarseness and banality . ",0,0,1,1,1,1,0.0476,0.9696
bert-tiny,pwws,123,why make a documentary about these marginal historical figures ? ,why stimulate a documentary about these marginal diachronic anatomy ? ,0,0,0,1,0,3,0.3,0.54
bert-tiny,pwws,999,it 's a charming and often affecting journey . ,it 's a sorcerous and often affecting journey . ,1,1,0,1,1,1,0.1111,0.7223
bert-tiny,pwws,999,unflinchingly bleak and desperate ,unflinchingly raw and desperate ,0,0,1,1,1,1,0.25,0.7326
bert-tiny,pwws,999,allows us to hope that nolan is poised to embark a major career as a commercial yet inventive filmmaker . ,tolerate uranium to hope that nolan is brace to embark a major career as a commercial yet inventive filmmaker . ,1,1,0,1,1,3,0.15,0.7538
bert-tiny,pwws,999,"the acting , costumes , music , cinematography and sound are all astounding given the production 's austere locales . ","the pretend , costumes , music , cinematography and sound are all astounding given the production 's austere locales . ",1,1,0,1,1,1,0.05,0.9592
bert-tiny,pwws,999,"it 's slow -- very , very slow . ","it 's retard -- very , very easy . ",0,0,0,1,0,2,0.2222,0.3568
bert-tiny,pwws,999,"although laced with humor and a few fanciful touches , the film is a refreshingly serious look at young women . ","although laced with humor and a few fanciful touches , the film is a refreshfully serious wait at young women . ",1,1,0,1,1,2,0.0952,0.8809
bert-tiny,pwws,999,a sometimes tedious film . ,a sometimes wordy film . ,0,0,1,1,1,1,0.2,0.8056
bert-tiny,pwws,999,or doing last year 's taxes with your ex-wife . ,or doing last year 's task with your ex-wife . ,0,0,1,1,1,1,0.1,0.895
bert-tiny,pwws,999,you do n't have to know about music to appreciate the film 's easygoing blend of comedy and romance . ,you do n't have to know about music to value the film 's easygoing blend of comedy and romance . ,1,1,0,1,1,1,0.05,0.9665
bert-tiny,pwws,999,"in exactly 89 minutes , most of which passed as slowly as if i 'd been sitting naked on an igloo , formula 51 sank from quirky to jerky to utter turkey . ","in exactly 89 minutes , most of which passed as slowly as if i 'd been ride naked on an igloo , formula 51 sank from quirky to jerky to perfect turkey . ",0,0,1,1,1,2,0.0606,0.9644
bert-tiny,pwws,999,the mesmerizing performances of the leads keep the film grounded and keep the audience riveted . ,the mesmerizing performances of the leads keep the film grounded and restrain the audience riveted . ,1,1,0,1,1,1,0.0625,0.9506
bert-tiny,pwws,999,"it takes a strange kind of laziness to waste the talents of robert forster , anne meara , eugene levy , and reginald veljohnson all in the same movie . ","it takes a strange kind of laziness to godforsaken the talents of robert forster , anne meara , eugene levy , and reginald veljohnson all in the same movie . ",0,0,1,1,1,1,0.0333,0.9273
bert-tiny,pwws,999,... the film suffers from a lack of humor ( something needed to balance out the violence ) ... ,... the celluloid lose from a want of witticism ( something needful to equalizer out the fury ) ... ,0,0,1,1,1,7,0.3684,0.3929
bert-tiny,pwws,999,even horror fans will most likely not find what they 're seeking with trouble every day ; the movie lacks both thrills and humor . ,even horror fans will most likely not find what they 're seeking with trouble every day ; the movie want both thrills and humor . ,0,0,1,1,1,1,0.04,0.9489
bert-tiny,pwws,999,"a gorgeous , high-spirited musical from india that exquisitely blends music , dance , song , and high drama . ","a gorgeous , ebullient melodious from Bharat that fine meld medicine , terpsichore , strain , and gamy play . ",1,1,1,1,0,10,0.5,0.4337
bert-tiny,pwws,999,the emotions are raw and will strike a nerve with anyone who 's ever had family trauma . ,the emotions are bleak and will strike a nerve with anyone who 's ever had family trauma . ,1,1,0,1,1,1,0.0556,0.9058
bert-tiny,pwws,999,"audrey tatou has a knack for picking roles that magnify her outrageous charm , and in this literate french comedy , she 's as morning-glory exuberant as she was in amélie . ","audrey tatou has a knack for picking roles that magnify her hideous charm , and in this literate french comedy , she 's as morning-glory exuberant as she was in amélie . ",1,1,0,1,1,1,0.0312,0.9948
bert-tiny,pwws,999,... the movie is just a plain old monster . ,... the movie is just a unmistakable old monster . ,0,0,1,1,1,1,0.1,0.8661
bert-tiny,pwws,999,"in its best moments , resembles a bad high school production of grease , without benefit of song . ","in its best moments , resembles a high-risk high school production of grease , without benefit of song . ",0,0,1,1,1,1,0.0526,0.9488
bert-tiny,pwws,999,"pumpkin takes an admirable look at the hypocrisy of political correctness , but it does so with such an uneven tone that you never know when humor ends and tragedy begins . ","pumpkin takes an admirable look at the hypocrisy of political correctness , but it does so with such an scratchy tone that you never know when humor ends and tragedy begins . ",0,0,1,1,1,1,0.0312,0.9924
bert-tiny,pwws,999,the iditarod lasts for days - this just felt like it did . ,the iditarod lasts for days - this just felt comparable it did . ,0,0,1,1,1,1,0.0769,0.9251
bert-tiny,pwws,999,"a delectable and intriguing thriller filled with surprises , read my lips is an original . ","a luscious and intrigue thriller filled with surprises , scan my lips is an archetype . ",1,1,0,1,1,4,0.25,0.8357
bert-tiny,pwws,999,seldom has a movie so closely matched the spirit of a man and his work . ,seldom has a movie so closely matched the smell of a man and his sour . ,1,1,0,1,1,2,0.125,0.7262
bert-tiny,pwws,999,"nicks , seemingly uncertain what 's going to make people laugh , runs the gamut from stale parody to raunchy sex gags to formula romantic comedy . ","nicks , seemingly uncertain what 's going to make people laugh , lean the gamut from stale parody to salacious sex gags to formula romantic comedy . ",0,0,1,1,1,2,0.0741,0.978
bert-tiny,pwws,999,"the action switches between past and present , but the material link is too tenuous to anchor the emotional connections that purport to span a 125-year divide . ","the action switches between past and present , but the material link is too tenuous to anchor the emotional connections that spirit to span a 125-year divide . ",0,0,1,1,1,1,0.0357,0.9672
bert-tiny,pwws,999,it 's an offbeat treat that pokes fun at the democratic exercise while also examining its significance for those who take part . ,it 's an offbeat treat that pokes fun at the democratic exercise while also examining its significance for those who rent part . ,1,1,0,1,1,1,0.0435,0.9371
bert-tiny,pwws,999,"it 's a cookie-cutter movie , a cut-and-paste job . ","it 's a cookie-cutter film , a cut-and-paste speculate . ",0,0,0,1,0,2,0.2,0.8816
bert-tiny,pwws,999,i had to look away - this was god awful . ,i had to look away - this was god tremendous . ,0,0,1,1,1,1,0.0909,0.8257
bert-tiny,pwws,999,"thanks to scott 's charismatic roger and eisenberg 's sweet nephew , roger dodger is one of the most compelling variations on in the company of men . ","thanks to scott 's charismatic roger and eisenberg 's odorous nephew , roger dodger is matchless of the most compelling variations on in the company of men . ",1,1,0,1,1,2,0.0714,0.8926
bert-tiny,pwws,999,"... designed to provide a mix of smiles and tears , `` crossroads '' instead provokes a handful of unintentional howlers and numerous yawns . ","... designed to provide a mix of smiles and tears , `` crossroads '' instead provokes a handful of unintentional howlers and numerous oscitancy . ",0,0,1,1,1,1,0.04,0.9499
bert-tiny,pwws,999,"a gorgeous , witty , seductive movie . ","a gorgeous , witty , seductive picture . ",1,1,1,1,0,1,0.125,0.8436
bert-tiny,pwws,999,"it does n't believe in itself , it has no sense of humor ... it 's just plain bored . ","it does n't believe in itself , it has no sense of humor ... it 's just unmistakable blase . ",0,0,1,1,1,2,0.1,0.7719
bert-tiny,pwws,999,a sequence of ridiculous shoot - 'em - up scenes . ,a sequence of laughable tear - 'em - up scenes . ,0,0,1,1,1,2,0.1818,0.7709
bert-tiny,pwws,999,"the weight of the piece , the unerring professionalism of the chilly production , and the fascination embedded in the lurid topic prove recommendation enough . ","the weight of the firearm , the unerring professionalism of the chilly production , and the fascination embedded in the lurid topic prove recommendation enough . ",1,1,0,1,1,1,0.0385,0.8856
bert-tiny,pwws,999,"( w ) hile long on amiable monkeys and worthy environmentalism , jane goodall 's wild chimpanzees is short on the thrills the oversize medium demands . ","( w ) hile long on amiable monkeys and worthy environmentalism , jane goodall 's wild chimpanzees is short on the thrills the oversized medium demands . ",0,0,1,1,1,1,0.037,0.9869
